activity,130 lb,155 lb,180 lb,205 lb,Calories per kg,avg_calories,calories_per_130lb,calories_per_155lb,calories_per_180lb,calories_per_205lb,intensity,activity_type,normalized_calories_per_kg,estimated_met
"Skin diving, scuba diving (var 67)",411.08,434.6,547.03,562.24,1.48,571.18,376.96,518.83,607.67,713.43,Unknown,Other,0.36,8.25
"Cleaning, dusting (var 99)",137.3,192.37,209.57,206.67,0.55,216.64,159.07,183.15,175.91,266.45,Unknown,Other,0.05,2.96
"Cycling, <10 mph, leisure bicycling (var 78)",226.99,259.71,316.49,396.31,0.83,317.33,246.48,259.34,375.83,363.41,Low,Cardio,0.14,4.95
"Running, 10 mph (6 min mile) (var 35)",919.67,1203.31,1141.06,1447.45,3.25,1275.21,963.09,1119.21,1439.96,1590.75,Unknown,Cardio,0.99,19.51
Instructing aerobic class (var 72),395.52,365.51,452.6,485.87,1.08,478.63,304.08,448.03,423.02,612.07,Unknown,Other,0.27,6.29
"Table tennis, ping pong (var 35)",240.31,284.1,375.25,364.05,0.93,332.13,229.56,307.61,332.66,328.65,Unknown,Other,0.16,4.67
"Paddleball, competitive (var 41)",666.75,661.58,861.92,956.54,2.12,755.91,665.68,629.22,805.34,847.06,Unknown,Other,0.45,10.58
Playing racquetball (var 53),439.09,523.41,634.61,643.13,1.24,495.71,424.05,465.4,562.2,581.72,Unknown,Other,0.33,8.41
"Cross country skiing, racing (var 15)",838.86,1123.37,1069.98,1339.38,3.21,1028.44,929.09,846.62,1079.8,1245.7,High,Other,0.66,16.57
Walking 4.5 mph (var 18),427.09,411.45,517.04,614.74,1.48,482.61,325.89,413.12,556.74,619.75,Unknown,Other,0.32,6.92
"Ballroom dancing, slow (var 87)",156.21,184.17,259.93,240.47,0.54,209.09,163.31,206.73,252.11,253.38,Low,Cardio,0.1,3.74
Krav maga training (var 66),638.68,600.55,896.61,1057.05,2.17,695.93,660.83,804.73,757.05,811.44,Unknown,Other,0.44,11.84
Bathing dog (var 74),224.68,235.04,258.63,278.46,0.64,289.96,229.13,223.19,250.1,303.83,Unknown,Other,0.13,3.55
Playing tennis (var 85),429.74,462.39,585.29,574.9,1.39,458.65,424.5,461.35,502.33,568.4,Unknown,Other,0.3,8.26
"Running, 10 mph (6 min mile) (var 37)",830.48,1211.9,1197.02,1702.39,3.62,1380.06,960.55,1013.46,1133.69,1271.65,Unknown,Cardio,0.83,17.55
General cleaning (var 35),185.59,223.46,247.68,330.67,0.74,240.5,220.38,240.33,327.66,290.01,Unknown,Other,0.11,3.46
"Marching, rapidly, military (var 64)",367.91,481.95,589.77,591.77,1.38,543.92,361.94,469.73,559.39,675.11,Unknown,Other,0.32,6.72
Trampoline (var 32),197.43,266.41,261.22,366.74,0.64,301.18,215.9,271.37,256.81,339.85,Unknown,Other,0.14,4.32
"Swimming, treading water, fast, vigorous (var 27)",599.19,792.83,812.74,839.07,2.08,674.62,643.8,674.24,728.65,915.76,High,Other,0.51,12.23
Horseshoe pitching (var 85),163.92,187.62,268.36,299.67,0.63,245.02,165.69,197.03,243.23,318.36,Unknown,Other,0.09,3.21
Stair machine (var 3),557.55,726.74,699.06,902.9,1.96,690.11,496.5,631.22,662.7,896.04,Unknown,Other,0.43,9.88
General housework (var 33),216.32,270.72,261.75,339.35,0.64,229.37,200.25,278.91,300.27,281.13,Unknown,Other,0.13,3.77
General cleaning (var 12),221.0,217.93,283.64,286.49,0.63,232.66,233.88,211.14,280.31,371.89,Unknown,Other,0.11,4.22
"Rock climbing, ascending rock (var 55)",682.99,884.66,774.19,947.89,2.58,842.1,691.87,748.93,1001.2,927.39,Unknown,Other,0.64,12.32
"Walking 4.0 mph, very brisk (var 71)",281.28,383.68,403.72,399.55,0.94,412.19,285.89,372.02,442.05,457.8,Unknown,Other,0.19,4.91
Roller skating (var 77),387.03,508.14,594.42,579.58,1.25,595.8,372.78,499.6,575.98,651.61,Unknown,Other,0.35,6.49
"Cycling, 12-13.9 mph, moderate (var 63)",534.1,501.2,559.63,805.59,1.73,568.2,485.84,504.9,650.02,735.8,Moderate,Cardio,0.35,9.62
Bowling (var 30),178.74,221.15,234.7,313.99,0.58,210.1,170.51,219.01,272.81,248.17,Unknown,Other,0.1,3.67
"Hiking, cross country (var 39)",406.21,475.2,442.37,604.26,1.22,502.83,336.78,468.28,446.42,572.04,Unknown,Other,0.27,6.94
Painting (var 44),305.6,355.13,392.21,446.11,1.04,332.21,227.51,344.64,349.83,438.36,Unknown,Other,0.17,4.61
"Handball, team (var 2)",438.07,553.05,726.64,811.02,1.71,693.01,408.05,525.78,678.72,842.98,Unknown,Other,0.42,7.89
"Loading, unloading car (var 71)",179.39,225.76,236.2,261.49,0.59,247.1,201.89,211.27,242.14,256.11,Unknown,Other,0.08,3.15
"Shuffleboard, lawn bowling (var 71)",203.29,212.02,231.64,246.96,0.68,229.26,151.23,239.95,267.0,239.96,Unknown,Other,0.08,3.62
"Stationary cycling, very light (var 70)",172.88,219.62,217.32,316.87,0.67,207.66,161.38,216.08,270.16,249.62,Low,Cardio,0.1,3.32
"Stationary cycling, very vigorous (var 94)",796.26,765.58,984.16,997.04,2.77,973.69,813.27,931.36,1109.7,1022.55,High,Cardio,0.69,11.58
Snowmobiling (var 2),229.95,210.6,271.18,354.7,0.63,275.06,186.54,213.58,304.41,341.41,Unknown,Other,0.12,3.26
Playing soccer (var 89),359.7,482.81,640.64,616.01,1.46,609.99,356.04,492.36,631.06,609.2,Unknown,Other,0.32,7.13
"Speed skating, ice, competitive (var 35)",778.76,1067.65,1264.24,1264.4,3.28,1246.95,809.04,1180.16,1143.15,1423.87,Unknown,Other,0.9,18.34
Walking 4.5 mph (var 31),320.45,505.14,519.8,644.99,1.18,479.75,415.48,423.81,527.2,646.56,Unknown,Other,0.28,7.08
"Cricket (batting, bowling) (var 90)",315.7,387.09,406.46,483.28,0.92,360.36,322.89,381.66,372.8,472.45,Unknown,Other,0.22,6.24
Playing racquetball (var 18),383.29,486.68,502.63,611.96,1.63,583.82,448.6,432.73,536.03,570.73,Unknown,Other,0.3,8.53
Bathing dog (var 66),220.78,266.65,291.85,317.86,0.78,241.42,195.36,214.73,243.24,354.6,Unknown,Other,0.14,3.37
Health club exercise (var 74),372.65,379.44,395.83,543.56,1.04,389.07,316.56,405.81,385.88,475.48,Unknown,Other,0.26,5.2
Horseshoe pitching (var 43),183.68,215.91,221.53,319.82,0.69,222.65,163.54,230.27,259.93,246.24,Unknown,Other,0.08,3.72
Playing volleyball (var 76),181.39,217.93,223.35,307.06,0.57,194.9,171.18,193.54,281.02,237.36,Unknown,Other,0.08,2.93
"Racquetball, competitive (var 36)",516.62,792.08,914.56,819.36,1.86,833.32,538.67,661.43,730.69,899.28,Unknown,Other,0.45,12.15
Swimming butterfly (var 64),621.78,745.14,1022.25,971.81,1.95,744.03,720.19,870.45,805.55,1162.84,Unknown,Other,0.65,11.41
Kayaking (var 83),281.41,383.96,358.97,523.28,0.9,332.42,278.69,398.43,434.49,403.73,Unknown,Other,0.24,6.13
"Running, stairs, up (var 87)",856.7,1029.51,1093.3,1188.44,2.93,1231.32,968.5,952.13,1125.18,1579.39,Unknown,Cardio,0.75,15.3
Krav maga training (var 51),677.09,701.26,825.23,801.54,2.09,785.13,522.57,733.34,817.41,915.04,Unknown,Other,0.58,11.64
"Canoeing, rowing, moderate (var 31)",371.58,536.43,653.6,634.25,1.35,596.4,392.72,508.55,503.38,740.34,Moderate,Cardio,0.28,7.78
"Canoeing, rowing, moderate (var 13)",430.13,476.87,491.74,693.35,1.66,506.74,403.03,536.93,631.4,650.44,Moderate,Cardio,0.35,7.54
"Track and field (high jump, pole vault) (var 49)",402.6,455.24,420.93,583.54,1.22,496.71,370.45,466.68,513.48,608.1,High,Other,0.24,6.37
"Basketball game, competitive (var 24)",488.68,479.72,575.3,768.35,1.42,525.59,537.31,613.51,627.28,799.54,Unknown,Other,0.41,7.7
"Jumping rope, moderate (var 85)",618.89,722.12,855.35,859.92,2.24,749.07,657.64,751.36,801.2,1052.72,Moderate,Other,0.47,10.99
Polo (var 89),485.78,500.71,592.73,700.49,1.83,660.18,487.89,643.6,616.08,681.75,Unknown,Other,0.39,9.63
"Canoeing, rowing, moderate (var 49)",460.28,456.15,539.21,587.56,1.44,494.82,429.79,432.57,489.4,602.82,Moderate,Cardio,0.37,7.81
"Cycling, mountain bike, bmx (var 46)",565.58,662.85,648.79,766.33,1.49,714.65,571.91,675.05,759.92,720.12,Unknown,Cardio,0.47,7.97
"Swimming laps, freestyle, slow (var 81)",400.64,525.72,488.31,703.99,1.58,581.94,434.71,494.6,625.2,611.79,Low,Other,0.36,6.53
"Football, touch, flag, general (var 20)",412.55,547.99,715.39,814.99,1.54,664.72,430.29,524.91,642.7,817.53,Unknown,Other,0.36,9.17
"Walking 3.5 mph, uphill (var 3)",349.86,440.38,530.07,577.04,1.37,511.85,305.41,426.69,470.08,544.9,Unknown,Other,0.27,6.05
"Horseback riding, trotting (var 74)",423.53,434.08,503.45,665.11,1.38,453.97,376.23,503.6,496.33,556.1,Unknown,Other,0.26,7.0
"Skiing, water skiing (var 33)",333.65,409.98,417.92,553.23,1.22,464.9,403.5,461.9,424.95,480.16,Unknown,Other,0.26,7.13
"Running, training, pushing wheelchair (var 93)",521.16,534.83,627.61,689.48,1.72,598.39,406.62,581.07,694.62,724.49,Unknown,Cardio,0.4,9.8
Walking using crutches (var 79),287.57,322.71,371.4,507.56,0.93,428.52,307.33,385.89,381.46,516.33,Unknown,Other,0.23,5.75
"Boxing, punching bag (var 90)",353.08,427.07,427.18,624.18,1.39,481.59,302.24,371.46,425.28,525.76,Unknown,Other,0.23,5.79
Health club exercise (var 94),316.89,439.68,469.46,547.92,1.09,434.78,280.42,374.78,392.96,581.56,Unknown,Other,0.27,5.45
"Riding a horse, general (var 17)",203.77,306.01,327.19,376.39,0.77,262.46,203.8,249.61,374.78,409.84,Unknown,Other,0.16,3.78
"Cycling, 10-11.9 mph, light (var 33)",317.91,432.04,497.52,491.87,1.37,490.18,380.34,445.21,470.35,486.1,Low,Cardio,0.28,6.87
"Sit, playing with animals (var 87)",158.29,160.86,208.92,219.73,0.56,195.18,132.75,192.65,211.84,203.08,Unknown,Other,0.07,3.06
"Horseback riding, trotting (var 66)",428.66,417.86,542.37,678.4,1.34,420.8,406.05,496.67,573.37,565.82,Unknown,Other,0.29,7.45
"Sailing, yachting, ocean sailing (var 47)",175.5,207.04,213.67,240.1,0.54,204.74,160.39,188.88,227.9,289.82,Unknown,Other,0.08,3.61
Bowling (var 32),191.15,187.2,222.76,294.19,0.66,230.75,164.53,232.93,217.97,257.7,Unknown,Other,0.09,3.08
"Running, 5 mph (12 minute mile) (var 54)",442.23,606.09,733.82,717.59,1.67,542.69,503.74,529.22,596.66,726.85,Unknown,Cardio,0.41,8.87
Walking using crutches (var 60),277.1,323.25,350.24,476.66,1.09,428.1,307.86,387.53,347.75,525.36,Unknown,Other,0.22,4.71
Wrestling (var 66),394.85,480.75,535.11,493.75,1.23,477.69,379.96,385.5,421.16,515.17,Unknown,Other,0.24,6.68
"Football, competitive (var 41)",515.69,590.71,731.97,885.78,1.91,672.36,581.71,668.56,689.44,734.88,Unknown,Other,0.47,9.27
"Running, training, pushing wheelchair (var 15)",450.71,619.27,583.26,765.31,1.55,551.21,500.87,622.53,744.98,667.47,Unknown,Cardio,0.38,9.41
"Aerobics, low impact (var 42)",301.67,340.22,415.99,412.33,1.01,350.72,309.1,307.46,408.01,507.42,Unknown,Cardio,0.21,5.46
"Boxing, punching bag (var 39)",383.8,450.18,519.91,545.53,1.17,468.25,314.54,405.63,427.7,491.52,Unknown,Other,0.26,7.04
"Golf, miniature golf (var 58)",198.77,224.48,249.84,278.66,0.59,245.03,172.87,183.85,273.09,286.96,Unknown,Other,0.09,3.49
"Riding a horse, general (var 35)",217.9,299.76,339.62,370.6,0.93,283.6,245.68,305.95,278.64,423.31,Unknown,Other,0.14,4.99
"Cross country skiing, moderate (var 43)",541.79,621.12,655.92,799.93,1.52,616.6,415.54,633.56,699.25,642.27,Moderate,Other,0.45,8.74
"Ballroom dancing, slow (var 39)",188.63,229.9,240.22,280.62,0.6,225.59,154.12,195.24,231.33,276.65,Low,Cardio,0.1,3.25
Horseshoe pitching (var 81),163.6,179.72,224.53,273.3,0.58,238.99,184.31,231.1,223.39,269.29,Unknown,Other,0.1,3.56
"Circuit training, minimal rest (var 13)",412.63,548.6,653.57,672.13,1.43,541.63,523.48,510.56,729.89,797.42,Unknown,Other,0.41,8.12
Mild stretching (var 44),169.59,150.91,198.1,237.06,0.55,207.45,131.54,179.5,174.17,210.83,Low,Flexibility,0.06,2.64
"Ballroom dancing, fast (var 11)",304.76,333.49,447.67,513.29,1.11,469.46,354.54,355.73,462.16,581.08,High,Cardio,0.21,5.48
"Running, 7 mph (8.5 min mile) (var 82)",642.8,808.64,825.52,1183.87,2.66,750.43,582.16,709.57,1045.5,912.63,Unknown,Cardio,0.64,10.82
"Boating, power, speed boat (var 52)",150.82,158.39,181.36,242.53,0.48,172.89,131.1,163.47,232.18,213.55,Unknown,Other,0.05,2.99
Billiards (var 47),167.04,167.19,202.58,203.83,0.58,200.93,147.76,171.95,220.47,221.56,Unknown,Other,0.05,2.63
"Cricket (batting, bowling) (var 81)",291.63,330.66,467.72,519.9,1.09,354.85,295.0,327.33,444.22,517.2,Unknown,Other,0.19,5.87
"Horse grooming, moderate (var 63)",315.37,461.78,472.97,531.78,1.29,494.39,325.31,405.2,538.61,596.31,Moderate,Other,0.29,6.66
"Ice skating, rapidly (var 9)",528.94,655.61,743.3,782.69,1.75,666.57,586.53,707.71,751.7,806.3,Unknown,Other,0.39,9.25
"Paddleball, competitive (var 73)",649.36,668.81,780.08,805.84,2.28,836.48,565.18,673.83,807.0,888.59,Unknown,Other,0.51,10.16
Roller skating (var 32),369.28,527.31,614.74,718.72,1.46,494.72,427.75,544.67,644.34,576.84,Unknown,Other,0.3,6.53
Snorkeling (var 12),262.06,373.5,420.27,430.65,1.06,414.76,313.18,357.8,382.23,497.28,Unknown,Other,0.2,5.57
"Loading, unloading car (var 45)",198.58,234.85,245.9,258.15,0.65,223.21,166.28,236.32,229.08,309.1,Unknown,Other,0.1,2.78
"Skin diving, moderate (var 98)",731.98,915.2,1098.8,1029.15,2.2,903.35,837.16,786.53,1050.37,1315.24,Moderate,Other,0.77,15.46
"Carrying infant, level ground (var 97)",226.46,279.46,274.29,288.7,0.77,247.35,202.62,241.59,265.21,370.37,Unknown,Other,0.13,3.97
"Aerobics, high impact (var 96)",435.51,550.38,539.6,658.97,1.32,546.1,375.32,474.4,536.67,662.17,High,Cardio,0.35,8.07
"Rock climbing, ascending rock (var 65)",615.81,833.01,917.96,1046.82,2.52,916.46,572.56,862.51,798.63,1087.9,Unknown,Other,0.51,13.35
"Jumping rope, fast (var 63)",790.18,951.99,983.94,961.48,2.53,1028.67,659.18,815.81,1108.29,1114.36,High,Other,0.55,14.87
"Tennis, singles (var 86)",509.67,615.26,678.58,827.28,1.73,685.94,496.55,483.14,747.12,837.36,Unknown,Other,0.4,9.79
"Stretching, hatha yoga (var 75)",233.82,253.27,356.93,343.7,0.91,332.48,208.61,244.65,289.12,386.64,Unknown,Flexibility,0.14,4.81
"Track and field (high jump, pole vault) (var 49)",374.88,416.88,504.5,570.15,1.33,498.13,345.57,469.08,500.49,489.25,High,Other,0.31,6.21
"Crew, sculling, rowing, competition (var 85)",723.54,779.92,1011.36,1263.2,2.79,1032.29,780.87,718.82,1045.87,1013.71,Unknown,Cardio,0.56,13.45
Skateboarding (var 88),267.17,332.21,380.58,443.91,0.89,330.18,307.97,353.23,449.35,487.94,Unknown,Other,0.19,5.35
"Children's games, hopscotch, dodgeball (var 27)",320.59,313.01,400.55,515.95,1.03,345.77,316.55,340.27,469.53,508.58,Unknown,Other,0.21,5.81
Snow shoeing (var 20),418.85,566.58,711.49,703.96,1.64,694.04,476.83,525.6,690.22,725.88,Unknown,Other,0.43,8.28
Swimming backstroke (var 52),417.38,515.54,608.47,710.97,1.59,486.17,360.61,432.01,636.92,669.33,Unknown,Other,0.34,7.83
Carrying heavy loads (var 65),495.69,573.06,722.34,770.88,1.51,612.91,446.85,505.96,656.87,830.57,Unknown,Other,0.34,8.12
"Skin diving, moderate (var 71)",720.19,902.33,1026.87,1231.47,2.91,904.66,778.77,870.81,1134.18,1194.7,Moderate,Other,0.76,13.08
Badminton (var 42),234.48,349.45,397.83,427.08,0.87,377.92,265.86,309.59,368.6,441.45,Unknown,Other,0.19,4.38
Bowling (var 84),181.03,184.56,215.48,263.05,0.58,202.4,202.3,183.74,245.59,279.41,Unknown,Other,0.1,3.64
Walking 4.5 mph (var 39),412.25,458.29,463.29,587.38,1.16,490.74,321.45,450.58,589.5,506.15,Unknown,Other,0.32,6.58
"Jumping rope, slow (var 33)",525.81,555.22,706.29,645.52,1.8,534.99,437.16,479.62,705.65,731.3,Low,Other,0.38,8.11
Playing tennis (var 65),374.75,465.45,589.62,690.23,1.52,504.5,410.47,494.19,489.01,696.11,Unknown,Other,0.33,7.45
"Paddleball, competitive (var 32)",649.84,708.44,867.05,902.07,2.35,836.92,579.58,697.09,742.08,1058.1,Unknown,Other,0.44,10.79
Roller skating (var 57),410.17,424.08,643.69,568.85,1.29,527.4,450.79,462.94,569.38,644.36,Unknown,Other,0.37,7.1
Jai alai (var 67),632.19,766.93,888.78,1173.86,2.66,813.23,674.19,909.58,1049.14,1025.57,Unknown,Other,0.72,13.82
"Football or baseball, playing catch (var 66)",152.36,189.04,187.88,202.09,0.51,212.29,137.49,163.38,186.99,248.47,Unknown,Other,0.07,2.76
Polo (var 40),440.12,599.57,677.38,853.9,1.8,540.03,464.77,517.63,602.51,848.75,Unknown,Other,0.43,7.76
Carrying small children (var 8),182.69,207.71,240.93,272.92,0.69,236.86,175.18,234.22,254.86,314.62,Unknown,Other,0.1,3.66
"Downhill snow skiing, racing (var 90)",528.21,577.19,724.38,798.79,1.58,613.35,441.93,634.42,648.04,802.99,High,Other,0.45,8.64
"Ice skating, < 9 mph (var 23)",359.23,346.96,414.86,491.31,1.12,418.92,366.67,417.87,473.79,556.51,Unknown,Other,0.27,6.43
Ski mobiling (var 89),388.42,482.65,603.22,663.34,1.23,514.55,356.53,503.68,488.45,637.85,Unknown,Other,0.31,8.09
"Jumping rope, moderate (var 59)",626.23,612.52,933.93,1033.62,1.8,826.76,634.77,606.19,856.88,826.44,Moderate,Other,0.55,10.64
"Swimming laps, freestyle, slow (var 56)",377.33,427.87,597.51,655.92,1.44,551.57,414.71,548.51,551.54,698.44,Low,Other,0.34,8.72
Raking lawn (var 81),261.98,273.93,371.53,384.35,0.99,344.73,225.44,312.81,369.94,401.12,Unknown,Other,0.18,4.84
Playing volleyball (var 5),177.8,194.4,255.89,310.27,0.54,220.17,166.61,204.04,231.07,308.18,Unknown,Other,0.1,2.77
"Volleyball, competitive (var 96)",522.01,643.29,600.21,634.28,1.57,673.68,473.64,637.33,684.05,716.87,Unknown,Other,0.37,8.87
Walking 4.5 mph (var 52),411.98,397.47,443.11,572.38,1.24,471.57,396.19,487.72,544.99,553.9,Unknown,Other,0.26,6.09
Softball or baseball (var 95),331.33,385.31,461.56,450.88,1.13,359.43,330.29,385.12,408.23,455.23,Unknown,Other,0.23,5.57
"Swimming laps, freestyle, slow (var 21)",473.74,434.9,555.43,571.07,1.61,544.25,406.53,441.62,634.74,604.99,Low,Other,0.31,8.68
"Paddleball, competitive (var 19)",556.99,733.42,890.23,875.32,2.03,665.53,622.45,710.34,821.16,1063.73,Unknown,Other,0.52,9.85
"Track and field (high jump, pole vault) (var 70)",330.28,461.08,489.07,477.04,1.26,415.37,376.17,378.22,545.42,605.64,High,Other,0.25,6.12
Water volleyball (var 93),165.79,226.85,233.02,288.06,0.61,217.27,202.35,196.33,224.8,320.84,Unknown,Other,0.09,3.1
"Walk / run, playing with animals (var 20)",244.62,288.83,336.34,331.89,0.73,340.65,253.99,293.42,332.13,380.9,Unknown,Other,0.15,4.02
"Coaching: football, basketball, soccer… (var 8)",202.69,269.42,341.33,398.29,0.85,261.49,260.09,290.44,347.01,401.93,Unknown,Other,0.17,4.91
"Cleaning, dusting (var 6)",154.47,192.35,215.78,206.99,0.55,189.38,132.66,194.04,202.45,223.17,Unknown,Other,0.06,2.98
"Football, touch, flag, general (var 79)",457.91,640.14,744.19,737.3,1.86,567.63,519.37,488.75,612.82,811.86,Unknown,Other,0.34,8.58
"Climbing hills, carrying up to 9 lbs (var 37)",406.66,510.93,503.81,633.53,1.27,452.93,400.95,427.16,490.59,715.02,Unknown,Other,0.35,7.66
Track and field (hurdles) (var 76),518.53,613.74,864.9,885.73,2.11,821.76,546.77,800.93,713.39,1045.42,Unknown,Other,0.47,9.56
Painting (var 65),244.24,316.15,383.04,382.97,0.79,331.43,290.8,329.04,354.78,465.36,Unknown,Other,0.17,4.95
Swimming breaststroke (var 21),585.23,663.36,860.83,994.62,2.2,779.27,602.1,693.02,753.11,1032.16,Unknown,Other,0.47,11.3
"Aerobics, general (var 69)",409.92,447.89,464.26,601.73,1.18,507.81,379.77,429.61,541.42,679.36,Unknown,Cardio,0.34,7.25
"Boxing, sparring (var 90)",508.14,557.74,743.92,892.76,1.84,643.14,528.59,547.02,643.36,932.27,Unknown,Other,0.43,8.99
"Basketball, officiating (var 16)",414.65,428.09,563.82,710.9,1.5,599.35,374.38,565.66,649.77,747.28,Unknown,Other,0.37,8.36
Wallyball (var 74),370.99,509.65,493.65,608.58,1.65,529.51,398.92,443.64,649.31,668.99,Unknown,Other,0.3,8.68
"Rowing machine, moderate (var 62)",409.63,424.53,527.1,561.72,1.39,509.87,456.06,442.12,588.47,668.15,Moderate,Cardio,0.37,8.68
"Cross country skiing, uphill (var 47)",929.51,1089.42,1245.31,1539.21,3.74,1189.14,918.4,1104.04,1237.8,1499.78,Unknown,Other,0.83,17.09
"Running, stairs, up (var 16)",803.31,960.94,1370.55,1460.07,3.04,1269.15,846.67,1061.26,1193.0,1528.2,Unknown,Cardio,0.91,15.6
"Running, 6 mph (10 min mile) (var 26)",677.12,641.94,746.61,808.3,1.97,794.18,554.77,682.65,778.97,913.67,Unknown,Cardio,0.57,12.34
Carrying small children (var 97),182.55,209.15,223.25,238.65,0.67,214.58,173.61,215.1,217.98,291.3,Unknown,Other,0.09,3.73
"Running, 6 mph (10 min mile) (var 4)",617.67,691.31,927.99,909.99,2.37,807.44,625.69,691.91,874.45,863.1,Unknown,Cardio,0.54,10.76
"Golf, miniature golf (var 52)",186.27,215.51,224.47,269.62,0.63,198.67,185.86,214.46,209.27,297.65,Unknown,Other,0.1,3.57
Bathing dog (var 40),177.15,222.52,287.46,309.32,0.69,290.19,178.95,256.05,245.35,294.92,Unknown,Other,0.11,4.16
"Running, cross country (var 36)",587.62,676.82,695.09,739.38,1.82,673.68,488.69,652.53,810.99,721.08,Unknown,Cardio,0.49,10.95
"Crew, sculling, rowing, competition (var 95)",608.1,889.23,1101.13,952.52,2.64,807.95,648.76,817.96,1122.96,1186.35,Unknown,Cardio,0.69,11.22
Swimming butterfly (var 79),647.26,791.69,1014.68,1152.84,2.26,866.99,649.31,786.5,827.99,1075.57,Unknown,Other,0.52,11.32
"Teach physical education,exercise class (var 16)",246.82,263.35,302.92,353.52,0.84,345.85,215.89,248.57,348.92,357.68,Unknown,Other,0.13,4.33
"Whitewater rafting, kayaking, canoeing (var 25)",329.0,304.22,371.92,456.24,0.93,419.0,321.76,307.61,405.78,533.35,Unknown,Other,0.24,5.35
"Running, general (var 72)",513.7,506.85,587.21,654.71,1.53,531.07,511.59,586.34,744.59,653.33,Unknown,Cardio,0.42,9.88
"Boxing, in ring (var 37)",678.98,822.84,960.61,988.08,2.75,790.81,681.98,833.76,1054.66,1183.25,Unknown,Other,0.57,11.9
"Martial arts, tae kwan do (var 42)",535.32,602.49,764.91,980.19,2.04,781.74,580.71,648.83,863.89,988.44,Unknown,Other,0.5,9.88
"Windsurfing, sailing (var 82)",185.28,239.9,235.61,277.08,0.66,249.89,199.18,212.13,230.31,291.71,Unknown,Other,0.09,3.07
Kayaking (var 46),293.74,361.08,418.8,448.54,0.93,386.15,276.19,307.09,395.83,492.62,Unknown,Other,0.21,6.01
Horseshoe pitching (var 28),199.24,232.53,236.11,281.6,0.54,245.74,201.79,223.09,251.56,249.68,Unknown,Other,0.1,3.6
"Rock climbing, mountain climbing (var 91)",474.65,591.69,738.71,763.85,1.84,661.94,530.27,535.33,718.82,727.48,Unknown,Other,0.35,8.42
"Cross country skiing, vigorous (var 68)",508.43,707.92,645.01,834.5,1.77,684.25,452.01,636.53,826.8,828.64,High,Other,0.41,11.12
Watering lawn or garden (var 37),95.4,90.89,119.23,130.76,0.29,110.22,95.41,93.08,111.52,149.75,Unknown,Other,0.0,1.8
Water aerobics (var 45),212.1,260.75,339.72,350.13,0.86,297.64,230.7,303.51,331.47,342.85,Unknown,Cardio,0.16,4.75
"Stationary cycling, light (var 29)",327.98,365.44,386.4,516.2,1.19,413.44,354.46,348.11,441.61,446.81,Low,Cardio,0.24,5.15
"Walk/run, playing with children, vigorous (var 35)",287.69,368.26,438.56,532.85,0.96,402.66,316.91,338.1,416.44,423.97,High,Other,0.2,5.12
"Football, competitive (var 28)",566.18,661.71,657.07,943.37,2.0,587.92,564.58,556.46,626.71,961.35,Unknown,Other,0.43,10.61
"Basketball game, competitive (var 71)",528.78,588.59,557.87,829.07,1.76,614.8,489.89,575.99,709.05,714.76,Unknown,Other,0.38,8.59
Jazzercise (var 69),343.93,371.77,539.56,519.79,1.29,495.47,361.33,479.18,534.71,619.05,Unknown,Other,0.3,5.65
"Cycling, mountain bike, bmx (var 57)",526.27,512.29,711.56,819.31,1.7,724.95,476.54,665.56,794.09,738.06,Unknown,Cardio,0.38,10.51
"Basketball game, competitive (var 46)",466.73,531.12,714.59,689.42,1.51,567.21,517.83,561.11,602.49,825.8,Unknown,Other,0.39,7.88
Ski mobiling (var 89),363.36,522.91,657.31,639.75,1.24,605.68,378.81,457.95,648.09,573.31,Unknown,Other,0.32,7.13
Jazzercise (var 47),352.58,420.68,540.1,625.12,1.22,496.89,404.05,413.27,428.62,552.98,Unknown,Other,0.29,5.9
Cleaning gutters (var 61),323.34,348.84,451.2,440.21,0.92,426.37,314.69,337.73,452.39,493.14,Unknown,Other,0.24,5.38
"Walking 3.5 mph, uphill (var 73)",398.01,483.73,518.25,586.15,1.24,453.88,320.33,394.46,433.8,522.8,Unknown,Other,0.27,6.25
Unicycling (var 37),314.51,325.82,411.63,485.18,0.95,427.79,332.98,394.45,353.14,469.93,Unknown,Cardio,0.23,4.76
"Football, competitive (var 80)",464.66,724.02,839.12,855.52,2.11,631.06,547.94,683.38,664.38,739.51,Unknown,Other,0.41,8.85
"Teach physical education,exercise class (var 56)",246.39,241.47,360.19,388.23,0.81,336.57,210.35,279.36,336.81,400.64,Unknown,Other,0.15,4.11
Kayaking (var 25),327.21,300.7,439.83,401.3,1.18,347.69,263.77,352.46,353.85,416.9,Unknown,Other,0.24,4.87
"Climbing hills, carrying over 42 lb (var 97)",551.11,643.21,664.19,804.25,1.58,729.8,456.36,679.73,654.9,919.75,Unknown,Other,0.51,11.04
"Racquetball, competitive (var 11)",523.04,696.34,811.72,943.6,2.24,764.49,571.64,605.37,924.18,1029.42,Unknown,Other,0.58,10.81
"Walk/run, playing with children, vigorous (var 72)",251.24,316.31,378.01,409.77,0.97,338.51,325.16,346.4,388.56,497.21,High,Other,0.21,6.12
"Boxing, in ring (var 71)",748.92,951.34,1075.65,1018.11,2.63,851.61,637.75,877.97,1100.6,1047.66,Unknown,Other,0.57,13.52
